1.9004213758222477e-09,3.8624942133580475e-10,1.9011293872495116e-08,3.796166225811248e-08,1.230263252383068e-10,1.896360325714941e-11,2.705539243162691e-13,0.9999998807907104,4.276254003676705e-11,4.807763431813328e-08,7
3.234841869925731e-07,9.35774551180657e-07,0.9999980926513672,1.2669488791416939e-09,2.3579138641594e-10,1.2901339718762728e-10,5.561199714065879e-07,6.776808003650103e-10,1.0210424505885385e-08,7.397453960153455e-13,2
1.1294694957086904e-08,0.999996542930603,6.39769694998904e-08,1.787823444843184e-09,1.847874045779463e-06,1.3144553001609438e-08,8.217030256219005e-08,1.2746251059070346e-06,3.400339210202219e-08,1.5885014414962484e-09,1
0.9999884366989136,1.0334204603168473e-09,4.767757033619091e-08,4.4772206775345325e-11,4.359699268263739e-10,5.481594289591385e-09,1.1212347999389749e-05,5.894877119771991e-08,6.425612752991583e-08,2.93076141133497e-07,0
2.2637232088840165e-09,1.0018079699136706e-09,5.58494805957821e-10,1.5106043857199963e-13,0.999998927116394,1.532359135414385e-11,1.7669584684298911e-09,1.0269661510076133e-10,5.922228818455721e-10,1.127532868849812e-06,4
4.019683697009668e-09,0.9999953508377075,2.2034672753079576e-08,4.579321921660551e-10,2.58078671322437e-06,3.680116877902151e-09,1.8233203391559982e-08,2.073040377581492e-06,3.971794271251383e-08,3.4133162962746155e-09,1
3.63578167572598e-10,1.5401074904275447e-07,9.22452725315992e-10,7.219831937160803e-12,0.9999014139175415,8.554467356702844e-09,2.928179032579692e-09,3.1162887381697146e-08,8.218408038374037e-05,1.6240597688010894e-05,4
5.052495088975206e-10,4.2296801477936796e-11,2.3740398535920804e-10,9.535686018580236e-09,3.9799742808099836e-05,2.046194254035072e-07,2.931015499751943e-11,3.520273517132466e-10,1.1234060366405174e-06,0.999958872795105,9
3.6603881881092093e-07,2.608386928670825e-08,1.952003891858567e-09,3.548403881836748e-08,5.286380755364917e-08,0.9918883442878723,0.008025802671909332,3.9656303241208946e-10,8.473217894788831e-05,6.249463240237674e-07,5
7.546958197268694e-11,7.541313927494908e-12,3.296078687764492e-11,9.394209854463043e-10,0.0001581440883455798,2.4484231531118894e-08,2.770835861101717e-12,5.046082378612482e-07,1.948861381606548e-06,0.9998394250869751,9
0.9999998807907104,1.961485834867105e-11,1.8482765540284163e-08,2.6933123700029205e-12,3.0158718404560414e-12,3.8342766461862965e-11,1.0013361873006943e-07,1.7134852425826352e-09,4.8019326293058384e-09,2.9056847594688406e-08,0
1.6452268436495388e-09,4.431592896467218e-13,3.441846891587101e-14,9.051697153335893e-17,5.753030864197317e-12,7.109254157589007e-11,1.0,4.472669068912463e-16,2.917342409314294e-11,9.869480729432522e-16,6
8.337958795623379e-12,1.702480252043989e-13,1.478737922042117e-12,2.184077807498852e-09,4.020137112092925e-06,7.422638947929272e-09,7.840466015145153e-13,1.7529293572238203e-08,1.6570622207723318e-08,0.9999959468841553,9
0.9999995231628418,4.5514195710916194e-12,1.3360293982245253e-09,2.401073860135855e-13,2.2969675207012985e-12,2.617403169202781e-11,3.1184811177809024e-07,4.451921886694521e-10,5.96432769839339e-08,1.7018217945974357e-08,0
2.468542870115442e-10,1.0,2.765210282973385e-11,3.71104462715266e-08,3.118945102187354e-08,1.9319999822187128e-08,6.197068413982265e-10,1.1775209696196498e-09,2.2468515936679978e-08,2.9650735200448253e-09,1
1.1279098857154557e-13,1.192200244776176e-11,7.833708318529323e-14,3.7101535781403072e-06,8.305585799466778e-15,0.9999963045120239,1.3951146904389589e-09,4.800204938398833e-12,1.6884399434147213e-09,1.9687287911018814e-10,5
8.591191646978302e-10,2.9525490125720255e-12,7.68357183433821e-11,3.188891650740544e-10,9.765944923856296e-07,2.462526016433486e-10,3.675291841698236e-12,4.359267791187449e-08,9.972064951568882e-09,0.9999990463256836,9
2.0737870087828014e-08,1.3047858349324315e-09,4.084543547833164e-08,6.934363341315475e-07,6.460637580474327e-10,7.22330806279814e-11,1.2530333758434264e-12,0.999998927116394,1.1230881676038695e-11,2.779670467134565e-07,7
3.818254157295087e-09,9.580066517855812e-09,5.172957571630832e-06,0.9993782043457031,2.1068429223447538e-09,0.000558147206902504,7.298135784594706e-08,1.3343071714189136e-07,5.705547664547339e-05,1.0848322062884108e-06,3
5.649712468691614e-13,3.1260230515250953e-10,1.3004083053436144e-11,1.5635562438417842e-14,1.0,3.9047031667044374e-13,2.1322034849530214e-12,5.869034702676856e-10,4.830890895646256e-12,4.3075107369894283e-10,4
4.902775518900171e-09,3.2842430996993244e-09,1.2162657547776234e-09,6.147424187474826e-07,0.00021174126595724374,5.622781600322924e-07,7.781855021482542e-11,1.862197859736625e-05,6.35709795915318e-07,0.9997678399085999,9
2.092941819853422e-09,4.132813882784525e-12,4.717767517793681e-13,1.303272810851408e-13,2.370798279915931e-10,3.50996060660691e-06,0.9999964237213135,3.63857402053188e-15,7.154424164212969e-09,6.668468294918073e-12,6
