1.5469022e-05,8.391875e-05,0.9995696,0.00018867552,8.28479e-06,3.1657964e-05,3.5157693e-05,9.236464e-06,3.9568346e-05,1.8339848e-05,2
2.122585e-05,0.988514,0.003742973,0.00013826125,0.0060774847,0.00017505,7.623157e-05,0.00018829136,0.0009380159,0.00012852631,1
0.0004963725,0.0015534173,0.00044979207,0.99131656,7.5863696e-05,8.202063e-05,0.0042453003,0.0010557522,0.00026998838,0.0004549086,3
0.9972253,0.0003982422,6.679741e-05,0.00016872681,8.7692315e-05,2.1376482e-05,6.644028e-05,3.4076224e-05,3.7345584e-05,0.0018939599,0
4.076113e-06,9.101627e-06,1.9064599e-05,1.7798635e-05,3.1232855e-06,6.957123e-06,1.5628102e-06,0.9999249,1.90723e-06,1.1590025e-05,7
0.0004731773,0.004048402,9.3122166e-05,0.0003044789,3.3537955e-05,1.9048834e-05,3.3216715e-05,0.99492294,4.2710617e-05,2.9370427e-05,7
6.6594766e-06,1.15522635e-05,1.5178589e-05,9.888508e-06,1.00656225e-05,2.9971534e-06,3.530582e-05,2.2339025e-06,0.9998553,5.0729763e-05,8
1.3728133e-05,8.551317e-06,1.971725e-06,8.203387e-06,4.430809e-06,5.680524e-05,0.9998958,1.3595934e-06,4.0673467e-06,5.1558577e-06,6
0.00036617665,0.9937628,0.00011455987,0.00045139765,0.0037140804,0.00056047976,0.00021208136,0.00037552652,0.00037889686,6.408154e-05,1
0.00015322966,0.9980969,0.00011281113,0.00029334883,0.00081781,9.337898e-05,6.0922368e-05,0.00016245112,0.00019145636,1.7825192e-05,1
0.00038434673,0.9957984,0.0005487378,0.00067727355,0.0006163186,0.00073891785,0.00031919958,0.00011776531,0.00039678894,0.0004020514,1
0.00028664994,0.00035963318,0.00046536667,0.99814844,4.5107397e-05,4.048085e-05,0.00019179742,0.00015715302,6.503932e-05,0.00024030622,3
8.73405e-05,0.00088023936,0.9974362,0.0001816479,0.0002415236,0.0004076391,0.00044993806,6.596436e-05,0.00016874995,8.071108e-05,2
0.00010354403,7.049127e-05,0.000121557314,4.9885643e-05,0.00033031392,0.00017033487,9.523744e-05,3.7856502e-05,0.00024487177,0.9987759,9
0.0009387701,0.00071551144,0.00019661296,0.00010919359,0.0001341018,0.00011175523,0.002056962,4.5097506e-05,0.0010650825,0.99462694,9
5.9011065e-05,0.00013211922,0.00016633846,0.99866736,2.1262973e-05,0.00014096097,3.812945e-05,3.735489e-05,3.2079075e-05,0.0007053939,3
5.2017567e-05,3.149064e-05,8.4715466e-05,0.9995678,1.3839024e-05,5.359794e-05,4.6959416e-05,6.6373555e-05,1.3075263e-05,7.010886e-05,3
7.7981174e-05,7.381187e-05,6.5411965e-05,0.99959606,1.1422261e-05,9.054877e-06,8.2110666e-05,2.012759e-05,2.924372e-05,3.48202e-05,3
1.4210876e-05,0.00048589188,0.9991762,1.7431266e-05,2.7298947e-05,7.747492e-05,7.570122e-05,7.935871e-05,1.9074556e-05,2.7382177e-05,2
6.334441e-05,0.00052600296,0.0005868342,6.731039e-05,0.0016217576,0.0011902937,0.000104877625,0.00029602257,0.00071085506,0.99483263,9
5.1476036e-05,8.401578e-05,0.99963224,9.597566e-05,1.1399506e-05,1.764809e-05,3.3782642e-05,1.2591633e-05,2.4207298e-05,3.6714067e-05,2
1.9426711e-06,1.3806633e-05,1.3619597e-05,2.0094147e-05,4.295855e-06,0.99957913,0.00034138554,6.6760063e-06,1.1759641e-05,7.2212033e-06,5
0.11105968,0.03824137,0.0037584368,0.0010275225,0.31293544,0.025712444,0.34149414,0.023849405,0.012209116,0.12971257,9
