Domain,Test Setting,Avg. # Rounds of Interaction,Avg. # Initial Programs,Avg. # Final Programs,Avg. Input Space Size,Avg. Question Space Size,Avg. Answer Space Size per Question,Avg. Prediction Set Size,# Benchmarks Solved,Avg. Time per Round of Interaction
MNISTActiveLearning,standard_LearnSy,12.88,1684.44,13.46,100.0,448.0,7.330357142857144,2.5057471264367814,31,4.527091356254651
MNISTActiveLearning,standard_SampleSy,2.0,1684.44,14.86,100.0,448.0,7.330357142857144,2.5057471264367814,27,1.2148169461498037
MNISTActiveLearning,CCE_SmartLabel,4.0,2441.68,32.14,100.0,444.0,7.330357142857144,2.5057471264367814,50,4.020444757099031
MNISTActiveLearning,CCE-NoAbs_SmartLabel,3.94,2442.68,32.14,100.0,444.06,7.330357142857144,2.5057471264367814,50,7.826414322271367
MNISTActiveLearning,CCE_SmartLabelNoUB,4.0,2441.68,32.14,100.0,444.0,7.330357142857144,2.5057471264367814,50,21.243726875841386
MNISTActiveLearning,CCE_SelectRandom,53.74,2441.68,32.14,100.0,394.26,7.330357142857144,2.5057471264367814,50,0.32435247136162443
ImageEditActiveLearning,standard_LearnSy,7.756756756756757,1066.4594594594594,2.108108108108108,271.72972972972974,1055.6486486486488,11.295473108199266,1.1514720788389718,19,1.2672798057453454
ImageEditActiveLearning,standard_SampleSy,2.2972972972972974,1066.4594594594594,2.2432432432432434,271.72972972972974,1055.6486486486488,11.295473108199266,1.1514720788389718,24,0.7448232200380194
ImageEditActiveLearning,CCE_SmartLabel,4.54054054054054,1854.5135135135135,3.2432432432432434,271.72972972972974,1051.2432432432433,11.295473108199266,1.1514720788389718,36,5.503737155508826
ImageEditActiveLearning,CCE-NoAbs_SmartLabel,4.54054054054054,1854.5135135135135,3.2432432432432434,271.72972972972974,1051.2432432432433,11.295473108199266,1.1514720788389718,36,14.43779851111911
ImageEditActiveLearning,CCE_SmartLabelNoUB,4.324324324324325,1854.5135135135135,3.324324324324324,271.72972972972974,1051.4594594594594,11.295473108199266,1.1514720788389718,35,42.90729237675114
ImageEditActiveLearning,CCE_SelectRandom,127.43243243243244,1854.5135135135135,3.2432432432432434,271.72972972972974,928.1621621621622,11.295473108199266,1.1514720788389718,35,0.3947356807780062
ImageSearchActiveLearning,standard_LearnSy,25.64,345.56,2.72,257.36,1135.12,12.74372270383146,1.1458631340294974,12,0.27854549231515036
ImageSearchActiveLearning,standard_SampleSy,2.52,345.56,2.28,257.36,1135.12,12.74372270383146,1.1458631340294974,16,0.3590381482065404
ImageSearchActiveLearning,CCE_SmartLabel,5.12,462.52,3.12,257.36,1130.36,12.74372270383146,1.1458631340294974,25,4.727152573281728
ImageSearchActiveLearning,CCE-NoAbs_SmartLabel,5.12,462.52,3.12,257.36,1130.36,12.74372270383146,1.1458631340294974,25,9.025680070571411
ImageSearchActiveLearning,CCE_SmartLabelNoUB,4.92,462.52,2.16,257.36,1130.56,12.74372270383146,1.1458631340294974,24,37.87325292273093
ImageSearchActiveLearning,CCE_SelectRandom,200.44,462.52,3.24,257.36,935.24,12.74372270383146,1.1458631340294974,24,0.1778317033070644
Overall,standard_LearnSy,14.035714285714286,1181.4285714285713,7.3125,191.85714285714286,802.1160714285714,9.848602051268005,1.7548071570501647,62,2.199557123569288
Overall,standard_SampleSy,2.2142857142857144,1181.4285714285713,7.883928571428571,191.85714285714286,802.1160714285714,9.848602051268005,1.7548071570501647,67,0.8363349663517099
Overall,CCE_SmartLabel,4.428571428571429,1805.9285714285713,16.116071428571427,191.85714285714286,797.8125,9.848602051268005,1.7548071570501647,111,4.705226457510786
Overall,CCE-NoAbs_SmartLabel,4.401785714285714,1806.375,16.116071428571427,191.85714285714286,797.8392857142857,9.848602051268005,1.7548071570501647,111,10.39075217117365
Overall,CCE_SmartLabelNoUB,4.3125,1805.9285714285713,15.928571428571429,191.85714285714286,797.9285714285714,9.848602051268005,1.7548071570501647,109,32.65491152162394
Overall,CCE_SelectRandom,110.83035714285714,1805.9285714285713,16.142857142857142,191.85714285714286,691.3928571428571,9.848602051268005,1.7548071570501647,109,0.2919381689107133
